Most important phishing n_grams
4227. 7761 - freq: 11
4228. ason - freq: 11
4229. c780 - freq: 11
4230. assi - freq: 11
4231. nzg2 - freq: 11
4232. ativ - freq: 11
4233. fc7e - freq: 11
4234. fc7a - freq: 11
4235. 1hg4 - freq: 11
4236. 7868 - freq: 11
4237. atte - freq: 11
4238. jp1/ - freq: 11
4239. fbc7 - freq: 11
4240. c85a - freq: 11
4241. l205 - freq: 11
4242. shop - freq: 11
4243. 1hsw - freq: 11
4244. fd21 - freq: 11
4245. c7e8 - freq: 11
4246. fd1a - freq: 11
4247. ww.p - freq: 11
4248. c914 - freq: 11
4249. /ý6d - freq: 11
4250. c93b - freq: 11
4251. fcat - freq: 11
4252. 78b0 - freq: 11
4253. 78ed - freq: 11
4254. fe9f - freq: 11
4255. fde9 - freq: 11
4256. fdcd - freq: 11
4257. 79c9 - freq: 11
4258. c9c0 - freq: 11
4259. ff0d - freq: 11
4260. ff2b - freq: 11
4261. ff61 - freq: 11
4262. c9f1 - freq: 11
4263. ay.c - freq: 11
4264. fed8 - freq: 11
4265. 301b - freq: 11
4266. fh6b - freq: 11
4267. 3172 - freq: 11
4268. oane - freq: 11
4269. 30c3 - freq: 11
4270. 30ea - freq: 11
4271. 3209 - freq: 11
4272. 3358 - freq: 11
4273. sonl - freq: 11
4274. 3369 - freq: 11
4275. ochi - freq: 11
4276. 32e6 - freq: 11
4277. 32e3 - freq: 11
4278. 3517 - freq: 11
4279. 3563 - freq: 11
4280. ss/s - freq: 11
4281. 3576 - freq: 11
4282. 3599 - freq: 11
4283. og.h - freq: 11
4284. 6a18 - freq: 11
4285. 6a14 - freq: 11
4286. ba1e - freq: 11
4287. 6a89 - freq: 11
4288. ba73 - freq: 11
4289. 3649 - freq: 10
4290. 3693 - freq: 10
4291. xa=y - freq: 10
4292. h02b - freq: 10
4293. h/a9 - freq: 10
4294. 36a1 - freq: 10
4295. 36c6 - freq: 10
4296. star - freq: 10
4297. ogvl - freq: 10
4298. fngn - freq: 10
4299. bbe9 - freq: 10
4300. -id= - freq: 10
4301. xcep - freq: 10
4302. be4f - freq: 10
4303. be91 - freq: 10
4304. 6f3a - freq: 10
4305. //16 - freq: 10
4306. 6g19 - freq: 10
4307. on&a - freq: 10
4308. /.ju - freq: 10
4309. ofýl - freq: 10
4310. 1yjy - freq: 10
4311. //cr - freq: 10
4312. -med - freq: 10
4313. /115 - freq: 10
4314. -mob - freq: 10
4315. //ov - freq: 10
4316. //so - freq: 10
4317. //ta - freq: 10
4318. /194 - freq: 10
4319. //wo - freq: 10
4320. //xn - freq: 10
4321. h6ed - freq: 10
4322. onat - freq: 10
4323. /25g - freq: 10
4324. bhym - freq: 10
4325. /49e - freq: 10
4326. os/e - freq: 10
4327. os.c - freq: 10
4328. 2a8f - freq: 10
4329. ta5m - freq: 10
4330. d.ne - freq: 10
4331. 2b5b - freq: 10
4332. 2b82 - freq: 10
4333. osit - freq: 10
4334. ost/ - freq: 10
4335. 8159 - freq: 10
4336. d196 - freq: 10
4337. ota5 - freq: 10
4338. 80e0 - freq: 10
4339. 2bc/ - freq: 10
4340. 825f - freq: 10
4341. ousi - freq: 10
4342. 836a - freq: 10
4343. bour - freq: 10
4344. box. - freq: 10
4345. 82a8 - freq: 10
4346. 2e4n - freq: 10
4347. 2e97 - freq: 10
4348. 82e6 - freq: 10
4349. 84.o - freq: 10
4350. 8593 - freq: 10
4351. d599 - freq: 10
4352. 2fe1 - freq: 10
4353. ýle. - freq: 10
4354. m/bi - freq: 10
4355. m/ap - freq: 10
4356. m/au - freq: 10
4357. m/at - freq: 10
4358. m/di - freq: 10
4359. m/en - freq: 10
4360. m/g0 - freq: 10
4361. d737 - freq: 10
4362. d73f - freq: 10
4363. m/sp - freq: 10
4364. m/rr - freq: 10
4365. gati - freq: 10
4366. 8851 - freq: 10
4367. d832 - freq: 10
4368. 8884 - freq: 10
4369. d872 - freq: 10
4370. 888f - freq: 10
4371. 889b - freq: 10
4372. m0yj - freq: 10
4373. d7b2 - freq: 10
4374. 89.1 - freq: 10
4375. ticu - freq: 10
4376. ties - freq: 10
4377. m1yj - freq: 10
4378. 88bb - freq: 10
4379. m2e4 - freq: 10
4380. 4.36 - freq: 10
4381. ks.c - freq: 10
4382. 2m=/ - freq: 10
4383. 4.on - freq: 10
4384. 4101 - freq: 10
4385. 4451 - freq: 10
4386. 45.1 - freq: 10
4387. kwma - freq: 10
4388. 4555 - freq: 10
4389. gm0y - freq: 10
4390. trhz - freq: 10
4391. 4636 - freq: 10
4392. .fr/ - freq: 10
4393. ph/4 - freq: 10
4394. ph/a - freq: 10
4395. gmei - freq: 10
4396. pgat - freq: 10
4397. 482e - freq: 10
4398. 4841 - freq: 10
4399. gnim - freq: 10
4400. i201 - freq: 10
4401. cd2d - freq: 10
4402. cd87 - freq: 10
4403. 0-%2 - freq: 10
4404. 7ce7 - freq: 10
4405. .io/ - freq: 10
4406. ccin - freq: 10
4407. ce/p - freq: 10
4408. 7dd3 - freq: 10
4409. 49d9 - freq: 10
4410. 49e9 - freq: 10
4411. 7f2f - freq: 10
4412. 7f76 - freq: 10
4413. =59c - freq: 10
4414. gres - freq: 10
4415. r.jp - freq: 10
4416. ch=6 - freq: 10
4417. r/co - freq: 10
4418. 2zgm - freq: 10
4419. 00c2 - freq: 10
4420. tzho - freq: 10
4421. lati - freq: 10
4422. lass - freq: 10
4423. chan - freq: 10
4424. che/ - freq: 10
4425. 0240 - freq: 10
4426. gunt - freq: 10
4427. ck08 - freq: 10
4428. pots - freq: 10
4429. posi - freq: 10
4430. le.h - freq: 10
4431. 02bc - freq: 10
4432. gvlm - freq: 10
4433. 9.16 - freq: 10
4434. yjy0 - freq: 10
4435. e-ap - freq: 10
4436. e-ma - freq: 10
4437. legr - freq: 10
4438. less - freq: 10
4439. lery - freq: 10
4440. 05dc - freq: 10
4441. 3b74 - freq: 10
4442. 3b89 - freq: 10
4443. 9126 - freq: 10
4444. 914c - freq: 10
4445. ymnh - freq: 10
4446. li20 - freq: 10
4447. cmzm - freq: 10
4448. 0836 - freq: 10
4449. 084. - freq: 10
4450. e23a - freq: 10
4451. e27c - freq: 10
4452. e1be - freq: 10
4453. e1f2 - freq: 10
4454. yoba - freq: 10
4455. e1e3 - freq: 10
4456. coch - freq: 10
4457. coed - freq: 10
4458. life - freq: 10
4459. 0989 - freq: 10
4460. lix. - freq: 10
4461. 94.3 - freq: 10
4462. 93b7 - freq: 10
4463. 9569 - freq: 10
4464. 94a0 - freq: 10
4465. e4f3 - freq: 10
4466. cred - freq: 10
4467. e4n2 - freq: 10
4468. 962b - freq: 10
4469. e4zd - freq: 10
4470. n/cu - freq: 10
4471. e71/ - freq: 10
4472. n/my - freq: 10
4473. &ap_ - freq: 10
4474. lmzb - freq: 10
4475. harg - freq: 10
4476. e6g1 - freq: 10
4477. 9861 - freq: 10
4478. 9877 - freq: 10
4479. e836 - freq: 10
4480. ytzh - freq: 10
4481. e7bb - freq: 10
4482. cume - freq: 10
4483. e99c - freq: 10
4484. &cli - freq: 10
4485. love - freq: 10
4486. ywrh - freq: 10
4487. hers - freq: 10
4488. /a9d - freq: 10
4489. a089 - freq: 10
4490. a/d7 - freq: 10
4491. a/fb - freq: 10
4492. 5/in - freq: 10
4493. umde - freq: 10
4494. yytz - freq: 10
4495. yywr - freq: 10
4496. 5/on - freq: 10
4497. yyyt - freq: 10
4498. 5179 - freq: 10
4499. /c60 - freq: 10
4500. /d7b - freq: 10
4501. hida - freq: 10
4502. a311 - freq: 10
4503. hile - freq: 10
4504. _pag - freq: 10
4505. _pro - freq: 10
4506. 546c - freq: 10
4507. 5478 - freq: 10
4508. a46e - freq: 10
4509. a522 - freq: 10
4510. 5580 - freq: 10
4511. qes. - freq: 10
4512. ureo - freq: 10
4513. /fbc - freq: 10
4514. 5643 - freq: 10
4515. urur - freq: 10
4516. 55a9 - freq: 10
4517. a5m2 - freq: 10
4518. /gun - freq: 10
4519. dao/ - freq: 10
4520. 580e - freq: 10
4521. 5825 - freq: 10
4522. dayy - freq: 10
4523. zbhy - freq: 10
4524. 57a1 - freq: 10
4525. hntr - freq: 10
4526. hnzg - freq: 10
4527. dd3b - freq: 10
4528. /img - freq: 10
4529. /inv - freq: 10
4530. hota - freq: 10
4531. de/o - freq: 10
4532. a8fd - freq: 10
4533. +_3@ - freq: 10
4534. zday - freq: 10
4535. f&di - freq: 10
4536. /l5e - freq: 10
4537. 59d5 - freq: 10
4538. a9e/ - freq: 10
4539. a9d5 - freq: 10
4540. 59fd - freq: 10
4541. uwot - freq: 10
4542. deh0 - freq: 10
4543. zg2z - freq: 10
4544. /li2 - freq: 10
4545. 8fd& - freq: 10
4546. /liv - freq: 10
4547. /maz - freq: 10
4548. s/ee - freq: 10
4549. zgm0 - freq: 10
4550. -%20 - freq: 10
4551. man/ - freq: 10
4552. htm? - freq: 10
4553. 1211 - freq: 10
4554. zhid - freq: 10
4555. zhot - freq: 10
4556. mbou - freq: 10
4557. 11fa - freq: 10
4558. /par - freq: 10
4559. me4z - freq: 10
4560. 142f - freq: 10
4561. 1484 - freq: 10
4562. mde/ - freq: 10
4563. zm1y - freq: 10
4564. meis - freq: 10
4565. 14c4 - freq: 10
4566. /rr. - freq: 10
4567. /ros - freq: 10
4568. 165/ - freq: 10
4569. f03d - freq: 10
4570. /set - freq: 10
4571. hymn - freq: 10
4572. /sit - freq: 10
4573. /sim - freq: 10
4574. /spe - freq: 10
4575. f/in - freq: 10
4576. vanc - freq: 10
4577. zmyy - freq: 10
4578. hzmy - freq: 10
4579. 189. - freq: 10
4580. 1888 - freq: 10
4581. znty - freq: 10
4582. /umd - freq: 10
4583. /une - freq: 10
4584. 194. - freq: 10
4585. 1980 - freq: 10
4586. f335 - freq: 10
4587. f32d - freq: 10
4588. 18f0 - freq: 10
4589. ve/a - freq: 10
4590. f2b8 - freq: 10
4591. /voi - freq: 10
4592. 4f33 - freq: 10
4593. 4f1a - freq: 10
4594. 4f56 - freq: 10
4595. 19h6 - freq: 10
4596. f521 - freq: 10
4597. f564 - freq: 10
4598. o/11 - freq: 10
4599. /xn- - freq: 10
4600. 4ff2 - freq: 10
4601. f607 - freq: 10
4602. o.jp - freq: 10
4603. f5d8 - freq: 10
4604. mme4 - freq: 10
4605. f77f - freq: 10
4606. f6d7 - freq: 10
4607. mnhn - freq: 10
4608. duct - freq: 10
4609. ical - freq: 10
4610. zuwo - freq: 10
4611. dver - freq: 10
4612. idao - freq: 10
4613. 6.18 - freq: 10
4614. vlmz - freq: 10
4615. 0b55 - freq: 10
4616. igat - freq: 10
4617. 6154 - freq: 10
4618. ratt - freq: 10
4619. rc=5 - freq: 10
4620. 0bc8 - freq: 10
4621. b208 - freq: 10
4622. 6266 - freq: 10
4623. 6278 - freq: 10
4624. b337 - freq: 10
4625. rce/ - freq: 10
4626. 0e08 - freq: 10
4627. 0cmz - freq: 10
4628. 0e1b - freq: 10
4629. 62b5 - freq: 10
4630. 0e88 - freq: 10
4631. rdin - freq: 10
4632. il=e - freq: 10
4633. b558 - freq: 10
4634. reco - freq: 10
4635. im/6 - freq: 10
4636. regu - freq: 10
4637. b59f - freq: 10
4638. remb - freq: 10
4639. repg - freq: 10
4640. 9a3e - freq: 10
4641. in/n - freq: 10
4642. k084 - freq: 10
4643. 9b29 - freq: 10
4644. b5b5 - freq: 10
4645. 9b98 - freq: 10
4646. rgeb - freq: 10
4647. myyy - freq: 10
4648. impo - freq: 10
4649. mzbh - freq: 10
4650. 9c27 - freq: 10
4651. imzy - freq: 10
4652. mzm1 - freq: 10
4653. inal - freq: 10
4654. ine% - freq: 10
4655. ingr - freq: 10
4656. ingm - freq: 10
4657. 6873 - freq: 10
4658. ebac - freq: 10
4659. rhnt - freq: 10
4660. rhzm - freq: 10
4661. 693b - freq: 10
4662. 6966 - freq: 10
4663. 6980 - freq: 10
4664. ion& - freq: 10
4665. b97c - freq: 10
4666. b8ff - freq: 10
4667. 9e9a - freq: 10
4668. edeh - freq: 10
4669. 69e9 - freq: 10
4670. edwa - freq: 10
4671. t-on - freq: 10
4672. rkwm - freq: 10
4673. 20-% - freq: 10
4674. it/i - freq: 10
4675. 2014 - freq: 10
4676. t.ne - freq: 10
4677. eh02 - freq: 10
4678. 9h6e - freq: 10
4679. 2/ch - freq: 10
4680. t/au - freq: 10
4681. 0mme - freq: 10
4682. 2/ov - freq: 10
4683. 2/sp - freq: 10
4684. 4zda - freq: 10
4685. 20cm - freq: 10
4686. 20pr - freq: 10
4687. 21e7 - freq: 10
4688. rodu - freq: 10
4689. 2332 - freq: 10
4690. ne%2 - freq: 10
4691. rofý - freq: 10
4692. ror. - freq: 10
4693. nce- - freq: 10
4694. ros/ - freq: 10
4695. ne-d - freq: 10
4696. ne/m - freq: 10
4697. eist - freq: 10
4698. ncoc - freq: 10
4699. rr.c - freq: 10
4700. 0pro - freq: 10
4701. ng/s - freq: 10
4702. nerq - freq: 10
4703. elec - freq: 10
4704. 2662 - freq: 10
4705. 2685 - freq: 10
4706. en/s - freq: 10
4707. 25gb - freq: 10
4708. embo - freq: 10
4709. 2716 - freq: 10
4710. 275d - freq: 10
4711. g/si - freq: 10
4712. ngni - freq: 10
4713. ngme - freq: 10
4714. g19h - freq: 10
4715. engi - freq: 10
4716. %20- - freq: 10
4717. nhnz - freq: 10
4718. 27ce - freq: 10
4719. 5d83 - freq: 10
4720. nica - freq: 10
4721. nk/b - freq: 10
4722. ack0 - freq: 10
4723. 5e55 - freq: 10
4724. ae31 - freq: 10
4725. nity - freq: 10
4726. 5e6g - freq: 10
4727. %2f% - freq: 10
4728. epea - freq: 10
4729. epga - freq: 10
4730. 5dc2 - freq: 10
4731. er.j - freq: 10
4732. er/r - freq: 10
4733. g2og - freq: 10
4734. epti - freq: 10
4735. 29b9 - freq: 10
4736. g2zg - freq: 10
4737. 5f5d - freq: 10
4738. ry/l - freq: 10
4739. aead - freq: 10
4740. eque - freq: 10
4741. erbi - freq: 10
4742. erlo - freq: 10
4743. 5ff0 - freq: 10
4744. et/s - freq: 10
4745. 5ffn - freq: 10
4746. ers/ - freq: 10
4747. nlog - freq: 10
4748. jb20 - freq: 10
4749. 0yjc - freq: 10
4750. .165 - freq: 10
4751. p/on - freq: 10
4752. .189 - freq: 10
4753. ai/w - freq: 10
4754. .36. - freq: 10
4755. ail% - freq: 10
4756. ailh - freq: 10
4757. with - freq: 10
4758. 5m2e - freq: 10
4759. 7/ch - freq: 10
4760. 1b8f - freq: 10
4761. .71. - freq: 10
4762. c/in - freq: 10
4763. 7/ov - freq: 10
4764. ntac - freq: 10
4765. c0c5 - freq: 10
4766. ntrh - freq: 10
4767. 720c - freq: 10
4768. y0mm - freq: 10
4769. anne - freq: 10
4770. 1be4 - freq: 10
4771. y1nz - freq: 10
4772. c396 - freq: 10
4773. wotg - freq: 10
4774. 1e71 - freq: 10
4775. 1dfa - freq: 10
4776. ws.c - freq: 10
4777. seas - freq: 10
4778. fa/c - freq: 10
4779. c4f1 - freq: 10
4780. ardi - freq: 10
4781. arge - freq: 10
4782. wrhn - freq: 10
4783. 1fae - freq: 10
4784. ashi - freq: 10
4785. 7775 - freq: 10
4786. ast. - freq: 10
4787. aste - freq: 10
4788. atas - freq: 10
4789. fc81 - freq: 10
4790. 780d - freq: 10
4791. nzuw - freq: 10
4792. fd&d - freq: 10
4793. 77f2 - freq: 10
4794. c8a9 - freq: 10
4795. fe1b - freq: 10
4796. ff77 - freq: 10
4797. 3035 - freq: 10
4798. ffng - freq: 10
4799. l5e6 - freq: 10
4800. c=59 - freq: 10
4801. -act - freq: 10
4802. ayyw - freq: 10
4803. -ava - freq: 10
4804. 1nzu - freq: 10
4805. son. - freq: 10
4806. fina - freq: 10
4807. ocks - freq: 10
4808. 32fe - freq: 10
4809. ocum - freq: 10
4810. oduc - freq: 10
4811. jy0m - freq: 10
4812. ss/c - freq: 10
4813. ss/h - freq: 10
4814. ss/w - freq: 10
4815. 3582 - freq: 10
4816. oedw - freq: 10
4817. h/49 - freq: 10
4818. 34b4 - freq: 10
4819. 36.1 - freq: 10
4820. 362c - freq: 9
4821. st.h - freq: 9
4822. xa=b - freq: 9
4823. u4y6 - freq: 9
4824. 35f5 - freq: 9
4825. jyq= - freq: 9
4826. -gal - freq: 9
4827. 1u4y - freq: 9
4828. oger - freq: 9
4829. bae3 - freq: 9
4830. 6c26 - freq: 9
4831. band - freq: 9
4832. banp - freq: 9
4833. 6c65 - freq: 9
4834. 6c98 - freq: 9
4835. stem - freq: 9
4836. bc8e - freq: 9
4837. 6ba7 - freq: 9
4838. sts/ - freq: 9
4839. stpa - freq: 9
4840. bbf0 - freq: 9
4841. bbh5 - freq: 9
4842. bbja - freq: 9
4843. 6d73 - freq: 9
4844. xd73 - freq: 9
4845. xd76 - freq: 9
4846. fold - freq: 9
4847. 6cg4 - freq: 9
4848. bcd9 - freq: 9
4849. h36c - freq: 9
4850. xcx- - freq: 9
4851. //18 - freq: 9
4852. h557 - freq: 9
4853. h546 - freq: 9
4854. 1xd7 - freq: 9
4855. berd - freq: 9
4856. /.ba - freq: 9
4857. olic - freq: 9
4858. -n-s - freq: 9
4859. /00/ - freq: 9
4860. /.ni - freq: 9
4861. on-f - freq: 9
4862. /030 - freq: 9
4863. on/a - freq: 9
4864. h670 - freq: 9
4865. /.th - freq: 9
4866. /.vi - freq: 9
4867. //ad - freq: 9
4868. //an - freq: 9
4869. //bb - freq: 9
4870. //bo - freq: 9
4871. omca - freq: 9
4872. //en - freq: 9
4873. //fo - freq: 9
4874. //he - freq: 9
4875. omde - freq: 9
4876. //ju - freq: 9
4877. syst - freq: 9
4878. //of - freq: 9
4879. /163 - freq: 9
4880. /167 - freq: 9
4881. oo/z - freq: 9
4882. //tr - freq: 9
4883. //sy - freq: 9
4884. one. - freq: 9
4885. onet - freq: 9
4886. -p1a - freq: 9
4887. onlo - freq: 9
4888. onll - freq: 9
4889. onom - freq: 9
4890. 6icy - freq: 9
4891. futu - freq: 9
4892. oots - freq: 9
4893. xims - freq: 9
4894. 3@+_ - freq: 9
4895. opbo - freq: 9
4896. bjaj - freq: 9
4897. opie - freq: 9
4898. -pro - freq: 9
4899. /4lp - freq: 9
4900. z.co - freq: 9
4901. orri - freq: 9
4902. /4xd - freq: 9
4903. 2b68 - freq: 9
4904. z/cv - freq: 9
4905. 2add - freq: 9
4906. tack - freq: 9
4907. othe - freq: 9
4908. tate - freq: 9
4909. d0d7 - freq: 9
4910. tbbj - freq: 9
4911. d266 - freq: 9
4912. 2d30 - freq: 9
4913. 2d2b - freq: 9
4914. 2d79 - freq: 9
4915. 832/ - freq: 9
4916. 830a - freq: 9
4917. ourt - freq: 9
4918. outl - freq: 9
4919. 8373 - freq: 9
4920. tch/ - freq: 9
4921. d396 - freq: 9
4922. bq== - freq: 9
4923. te-i - freq: 9
4924. te/m - freq: 9
4925. d2g4 - freq: 9
4926. ox.n - freq: 9
4927. 8410 - freq: 9
4928. 2f%2 - freq: 9
4929. 8551 - freq: 9
4930. 6s9f - freq: 9
4931. m/4x - freq: 9
4932. m/4l - freq: 9
4933. 2g4c - freq: 9
4934. d4eb - freq: 9
4935. z4s2 - freq: 9
4936. ?log - freq: 9
4937. m.sg - freq: 9
4938. 85ed - freq: 9
4939. m/am - freq: 9
4940. d762 - freq: 9
4941. m/si - freq: 9
4942. m/re - freq: 9
4943. m/we - freq: 9
4944. 86ic - freq: 9
4945. gate - freq: 9
4946. 8838 - freq: 9
4947. 884f - freq: 9
4948. 87eb - freq: 9
4949. d904 - freq: 9
4950. d8dc - freq: 9
4951. gf51 - freq: 9
4952. /?re - freq: 9
4953. ?ref - freq: 9
4954. pa33 - freq: 9
4955. ?ser - freq: 9
4956. 4/in - freq: 9
4957. 4/my - freq: 9
4958. v/vo - freq: 9
4959. para - freq: 9
4960. 40f1 - freq: 9
4961. 4262 - freq: 9
4962. 4276 - freq: 9
4963. pbox - freq: 9
4964. toda - freq: 9
4965. 4355 - freq: 9
4966. gin& - freq: 9
4967. 4449 - freq: 9
4968. 451b - freq: 9
4969. ts/a - freq: 9
4970. 4569 - freq: 9
4971. perm - freq: 9
4972. ca98 - freq: 9
4973. 4637 - freq: 9
4974. 469c - freq: 9
4975. i.pl - freq: 9
4976. gmae - freq: 9
4977. 477/ - freq: 9
4978. =/lo - freq: 9
4979. 7ad4 - freq: 9
4980. 46cg - freq: 9
4981. cast - freq: 9
4982. ttem - freq: 9
4983. 7c8a - freq: 9
4984. ttin - freq: 9
4985. ttic - freq: 9
4986. 7d2d - freq: 9
4987. 493d - freq: 9
4988. 498. - freq: 9
4989. turu - freq: 9
4990. ce=m - freq: 9
4991. 48x/ - freq: 9
4992. ty.0 - freq: 9
4993. cec3 - freq: 9
4994. cema - freq: 9
4995. cg45 - freq: 9
4996. 2z4s - freq: 9
4997. r0.h - freq: 9
4998. ply- - freq: 9
4999. type - freq: 9
5000. 011u - freq: 9
