dictionary size=  10000
list element size=  100 

Start value = J  Goal value = P 

Expand Node | Fringe
--------------------
-           | (7197, 'J')
L7          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, M5, R19
R19         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, M5
M5          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, I
I           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, J22, S25, U13
U13         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, J22, S25
S25         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, J22
J22         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23
K23         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7
M7          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25
V25         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20
V20         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13
P13         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19
B19         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25
C25         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6
I6          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21
B21         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14
Y14         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23
Y23         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24
Y24         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7
U7          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5
J5          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24
E24         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15
G15         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23
X23         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, M
M           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, Q22, T22, X9, O12, W17, R20, Z12
Z12         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, Q22, T22, X9, O12, W17, R20
R20         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, Q22, T22, X9, O12, W17, A, P
P           | 
Path: J => L3 => K => N14 => G => X23 => M => R20 => P

DFS algorithm --- 1001600 nano seconds ---

DFS algorithm --- 0.0010016 seconds ---

