dictionary size=  1000
list element size=  10000 

Start value = I  Goal value = W 

Expand Node | Fringe
--------------------
-           | (53, 'I')
J25         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7
Q7          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5
U5          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15
Y15         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13
G13         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13
R13         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22
G22         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9
N9          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12
H12         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1
Q1          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21
J21         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14
Z14         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13
W13         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4
S4          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24
M24         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16
V16         | L9, O21, Y10, W11, Y7, H5, W4, L18
L18         | L9, O21, Y10, W11, Y7, H5, W4
W4          | W, L9, O21, Y10, W11, Y7, H5
H5          | W, L9, O21, Y10, W11, Y7
Y7          | W, L9, O21, Y10, W11
W11         | W, L9, O21, Y10
Y10         | W, L9, O21
O21         | W, L9
L9          | W
W           | 
Path: I => M21 => B => W22 => H => X2 => O => V1 => V => W4 => W

BFS algorithm --- 2001400 nano seconds ---

BFS algorithm --- 0.0020014 seconds ---

Expand Node | Fringe
--------------------
-           | (0, 'I')
I           | (2735, 'J24'), (3609, 'L1'), (5906, 'N17'), (7588, 'Z13'), (7544, 'M21'), (9125, 'K0'), (8107, 'O11'), (8412, 'J9')
J24         | (3609, 'L1'), (7544, 'M21'), (5906, 'N17'), (7588, 'Z13'), (8412, 'J9'), (9125, 'K0'), (8107, 'O11')
L1          | (5906, 'N17'), (7544, 'M21'), (8107, 'O11'), (7588, 'Z13'), (8412, 'J9'), (9125, 'K0')
N17         | (7544, 'M21'), (7588, 'Z13'), (8107, 'O11'), (9125, 'K0'), (8412, 'J9')
M21         | (7588, 'Z13'), (8412, 'J9'), (8107, 'O11'), (9125, 'K0')
Z13         | (8107, 'O11'), (8412, 'J9'), (9125, 'K0')
O11         | (8412, 'J9'), (9125, 'K0')
J9          | (9125, 'K0')
K0          | 
No path from I to W

UCS algorithm --- 0 nano seconds ---

UCS algorithm --- 0.0 seconds ---

Expand Node | Fringe
--------------------
-           | I
I           | L1, J9, J24, Z13, O11, K0, M21, N17
N17         | L1, J9, J24, Z13, O11, K0, M21
M21         | L1, J9, J24, Z13, O11, K0, B, M
M           | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, Q11, U15, Z20, Q15, R14
R14         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, Q11, U15, Z20, Q15
Q15         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, Q11, U15, Z20
Z20         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, Q11, U15
U15         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, Q11
Q11         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, G
G           | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, X21, N4
N4          | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, X21
X21         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, Q
Q           | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, Z18, R18, V20, W7
W7          | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, Z18, R18, V20
V20         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, Z18, R18
R18         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4, Z18
Z18         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7, J4
J4          | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11, T7
T7          | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20, I11
I11         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13, L20
L20         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7, Q13
Q13         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10, Z7
Z7          | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15, H10
H10         | L1, J9, J24, Z13, O11, K0, B, T4, T15, S15
S15         | L1, J9, J24, Z13, O11, K0, B, T4, T15
T15         | L1, J9, J24, Z13, O11, K0, B, T4
T4          | L1, J9, J24, Z13, O11, K0, B, L
L           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, Z16, Z11
Z11         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, Z16
Z16         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, H
H           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2, T22, Y0, W19, W22, M17
M17         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2, T22, Y0, W19, W22
W22         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2, T22, Y0, W19
W19         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2, T22, Y0
Y0          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2, T22
T22         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, X2
X2          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, N
N           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, U4, P20, T17
T17         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, U4, P20
P20         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, U4
U4          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, K
K           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, V25, M5, X20
X20         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, V25, M5
M5          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, V25
V25         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, J
J           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23, T24, N22, L3, N19, V10
V10         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23, T24, N22, L3, N19
N19         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23, T24, N22, L3
L3          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23, T24, N22
N22         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23, T24
T24         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8, P23
P23         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13, O8
O8          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y13
Y13         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, X
X           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y20, Y25
Y25         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16, Y20
Y20         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16, U16
U16         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24, K16
K16         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9, O24
O24         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14, X9
X9          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25, W14
W14         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23, R25
R25         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13, M23
M23         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9, O13
O13         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1, Y9
Y9          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5, T1
T1          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1, R5
R5          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20, O1
O1          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O, S20
S20         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, O
O           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V1
V1          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, E
E           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5, Y7, W11, Y10, O21, L9
L9          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5, Y7, W11, Y10, O21
O21         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5, Y7, W11, Y10
Y10         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5, Y7, W11
W11         | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5, Y7
Y7          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V, H5
H5          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, V
V           | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, W4
W4          | L1, J9, J24, Z13, O11, K0, B, N7, Z22, S5, L22, Y21, P18, R7, P19, P4, X7, W
W           | 
Path: I => M21 => M => T4 => L => Z16 => H => X2 => O => V1 => V => W4 => W

DFS algorithm --- 1000700 nano seconds ---

DFS algorithm --- 0.0010007 seconds ---

